!  STARS, BROWN DWARFS, AND GAS GIANT PLANETS COLORS
!  
!  E(B-V) =     0.000
!     A_V =     0.000
!
!  "MAGNITUDES" m AT THE STELLAR SURFACE
!  (distance modulus factor not included)
!
!  ABSOLUTE MAGNITUDES: M_m = m - 5logR(pc) + 5
!
! Type of calibration used: Vega
! Using recent Calspec Alpha Lyrea STIS spectrum:
! ftp://ftp.stsci.edu/cdbs/current_calspec/
!
! Unless mentioned otherwise below, we calculate:
! Pogson magnitudes resulting from photon count integration (caracteristic of CCDs)
!
!  MKO filter system
!
!        Teff    Logg   [M/H]   [a/H]             J           H          Ks          L'          M'
      4000.00    5.50   -1.00    0.40       -38.519     -39.034     -39.242     -39.445     -39.449
      4000.00    5.50   -1.50    0.40       -38.504     -39.015     -39.222     -39.435     -39.453
      4000.00    5.50   -2.00    0.40       -38.510     -39.008     -39.204     -39.433     -39.465
      4000.00    5.50   -2.50    0.40       -38.508     -38.979     -39.153     -39.413     -39.462
      4000.00    6.00   -0.50    0.20       -38.528     -39.038     -39.246     -39.450     -39.437
      4100.00    2.00    0.00    0.00       -38.579     -39.274     -39.426     -39.524     -39.340
      4100.00    2.00   -1.00    0.40       -38.549     -39.259     -39.401     -39.499     -39.381
      4100.00    2.50    0.00    0.00       -38.580     -39.296     -39.442     -39.529     -39.381
      4100.00    2.50   -1.00    0.40       -38.555     -39.271     -39.415     -39.508     -39.422
      4100.00    3.00    0.00    0.00       -38.586     -39.314     -39.456     -39.536     -39.392
      4100.00    3.00   -0.50    0.20       -38.576     -39.295     -39.439     -39.526     -39.418
      4100.00    3.00   -1.00    0.40       -38.568     -39.296     -39.439     -39.518     -39.436
      4100.00    3.50    0.00    0.00       -38.594     -39.326     -39.464     -39.539     -39.405
      4100.00    3.50   -0.50    0.20       -38.588     -39.297     -39.443     -39.530     -39.435
      4100.00    4.00    0.00    0.00       -38.608     -39.333     -39.468     -39.542     -39.410
      4100.00    4.00   -0.50    0.20       -38.597     -39.281     -39.430     -39.528     -39.449
      4100.00    4.50    0.00    0.00       -38.608     -39.265     -39.421     -39.534     -39.431
      4100.00    4.50   -0.50    0.20       -38.594     -39.230     -39.391     -39.515     -39.452
      4100.00    4.50   -1.00    0.40       -38.581     -39.193     -39.365     -39.505     -39.480
      4100.00    4.50   -1.50    0.40       -38.576     -39.152     -39.337     -39.500     -39.500
      4100.00    4.50   -2.00    0.40       -38.574     -39.121     -39.315     -39.495     -39.510
      4100.00    4.50   -2.50    0.40       -38.573     -39.095     -39.291     -39.488     -39.519
      4100.00    5.00    0.00    0.00       -38.609     -39.210     -39.383     -39.527     -39.450
      4100.00    5.00    0.00    0.20       -38.624     -39.223     -39.392     -39.528     -39.460
      4100.00    5.00    0.50    0.00       -38.647     -39.257     -39.423     -39.549     -39.437
      4100.00    5.00   -0.50    0.20       -38.600     -39.174     -39.353     -39.510     -39.467
      4100.00    5.00   -1.00    0.40       -38.591     -39.146     -39.335     -39.503     -39.495
      4100.00    5.00   -1.50    0.40       -38.575     -39.111     -39.307     -39.491     -39.500
      4100.00    5.00   -2.00    0.40       -38.575     -39.095     -39.291     -39.486     -39.509
      4100.00    5.00   -2.50    0.40       -38.579     -39.077     -39.268     -39.481     -39.521
      4100.00    5.50    0.00    0.00       -38.608     -39.159     -39.347     -39.518     -39.460
      4100.00    5.50    0.00    0.20       -38.622     -39.169     -39.354     -39.517     -39.468
      4100.00    5.50    0.50    0.00       -38.640     -39.208     -39.387     -39.539     -39.450
      4100.00    5.50   -0.50    0.20       -38.599     -39.129     -39.323     -39.502     -39.476
      4100.00    5.50   -1.00    0.40       -38.590     -39.106     -39.305     -39.491     -39.493
      4100.00    5.50   -1.50    0.40       -38.582     -39.091     -39.289     -39.484     -39.501
      4100.00    5.50   -2.00    0.40       -38.585     -39.079     -39.271     -39.479     -39.510
      4100.00    5.50   -2.50    0.40       -38.589     -39.061     -39.241     -39.470     -39.517
      4100.00    6.00   -0.50    0.20       -38.589     -39.095     -39.296     -39.488     -39.473
      4100.00    6.00   -1.00    0.40       -38.591     -39.084     -39.284     -39.480     -39.490
      4200.00    2.00    0.00    0.00       -38.664     -39.323     -39.463     -39.558     -39.372
      4200.00    2.00   -1.00    0.40       -38.630     -39.301     -39.432     -39.529     -39.417
      4200.00    2.50    0.00    0.00       -38.660     -39.340     -39.476     -39.559     -39.415
      4200.00    2.50   -1.00    0.40       -38.633     -39.315     -39.449     -39.538     -39.457
      4200.00    3.00    0.00    0.00       -38.666     -39.358     -39.490     -39.566     -39.426
      4200.00    3.00   -0.50    0.20       -38.651     -39.342     -39.475     -39.556     -39.451
      4200.00    3.00   -1.00    0.40       -38.645     -39.345     -39.477     -39.551     -39.471
      4200.00    3.50    0.00    0.00       -38.671     -39.369     -39.498     -39.569     -39.440
      4200.00    3.50   -0.50    0.20       -38.662     -39.349     -39.484     -39.562     -39.469
      4200.00    4.00    0.00    0.00       -38.682     -39.381     -39.508     -39.573     -39.445
      4200.00    4.00   -0.50    0.20       -38.674     -39.347     -39.485     -39.565     -39.477
      4200.00    4.50    0.00    0.00       -38.684     -39.334     -39.476     -39.570     -39.456
      4200.00    4.50   -0.50    0.20       -38.672     -39.311     -39.455     -39.556     -39.488
      4200.00    4.50   -1.00    0.40       -38.662     -39.281     -39.434     -39.546     -39.509
      4200.00    4.50   -1.50    0.40       -38.655     -39.232     -39.400     -39.541     -39.535
      4200.00    4.50   -2.00    0.40       -38.649     -39.194     -39.374     -39.536     -39.546
      4200.00    4.50   -2.50    0.40       -38.649     -39.162     -39.349     -39.530     -39.558
      4200.00    5.00    0.00    0.00       -38.686     -39.290     -39.444     -39.564     -39.479
      4200.00    5.00    0.00    0.20       -38.709     -39.308     -39.458     -39.568     -39.487
      4200.00    5.00    0.50    0.00       -38.717     -39.320     -39.474     -39.582     -39.460
      4200.00    5.00   -0.50    0.20       -38.674     -39.257     -39.419     -39.551     -39.505
      4200.00    5.00   -1.00    0.40       -38.666     -39.227     -39.398     -39.544     -39.531
      4200.00    5.00   -1.50    0.40       -38.654     -39.191     -39.372     -39.533     -39.537
      4200.00    5.00   -2.00    0.40       -38.654     -39.165     -39.351     -39.532     -39.559
      4200.00    5.00   -2.50    0.40       -38.652     -39.142     -39.328     -39.523     -39.560
      4200.00    5.50    0.00    0.00       -38.684     -39.236     -39.408     -39.557     -39.494
      4200.00    5.50    0.00    0.20       -38.704     -39.254     -39.421     -39.560     -39.502
      4200.00    5.50    0.50    0.00       -38.718     -39.283     -39.447     -39.577     -39.482
      4200.00    5.50   -0.50    0.20       -38.674     -39.206     -39.385     -39.544     -39.514
      4200.00    5.50   -1.00    0.40       -38.673     -39.192     -39.374     -39.539     -39.535
      4200.00    5.50   -1.50    0.40       -38.657     -39.162     -39.349     -39.527     -39.542
      4200.00    5.50   -2.00    0.40       -38.659     -39.147     -39.333     -39.523     -39.553
      4200.00    5.50   -2.50    0.40       -38.651     -39.120     -39.299     -39.509     -39.553
      4200.00    6.00   -0.50    0.20       -38.683     -39.179     -39.367     -39.542     -39.529
      4200.00    6.00   -1.00    0.40       -38.672     -39.160     -39.350     -39.529     -39.538
      4300.00    2.00    0.00    0.00       -38.744     -39.365     -39.496     -39.588     -39.408
      4300.00    2.00   -1.00    0.40       -38.705     -39.350     -39.470     -39.560     -39.460
      4300.00    2.50    0.00    0.00       -38.738     -39.381     -39.508     -39.589     -39.450
      4300.00    3.00    0.00    0.00       -38.743     -39.399     -39.522     -39.596     -39.461
      4300.00    3.00   -0.50    0.20       -38.728     -39.383     -39.507     -39.586     -39.488
      4300.00    3.00   -1.00    0.40       -38.716     -39.390     -39.512     -39.581     -39.507
      4300.00    3.50    0.00    0.00       -38.746     -39.411     -39.530     -39.598     -39.475
      4300.00    3.50   -0.50    0.20       -38.735     -39.394     -39.519     -39.592     -39.504
      4300.00    4.00    0.00    0.00       -38.754     -39.420     -39.539     -39.602     -39.480
      4300.00    4.00   -0.50    0.20       -38.743     -39.400     -39.526     -39.595     -39.510
      4300.00    4.50    0.00    0.00       -38.763     -39.419     -39.542     -39.605     -39.486
      4300.00    4.50   -0.50    0.20       -38.744     -39.379     -39.510     -39.592     -39.515
      4300.00    4.50   -1.00    0.40       -38.732     -39.351     -39.489     -39.583     -39.545
      4300.00    4.50   -1.50    0.40       -38.737     -39.316     -39.467     -39.584     -39.571
      4300.00    4.50   -2.00    0.40       -38.724     -39.266     -39.432     -39.574     -39.581
      4300.00    4.50   -2.50    0.40       -38.723     -39.222     -39.400     -39.568     -39.598
      4300.00    5.00    0.00    0.00       -38.755     -39.356     -39.496     -39.597     -39.503
      4300.00    5.00    0.00    0.20       -38.781     -39.376     -39.512     -39.604     -39.516
      4300.00    5.00    0.50    0.00       -38.799     -39.395     -39.533     -39.620     -39.495
      4300.00    5.00   -0.50    0.20       -38.750     -39.337     -39.480     -39.588     -39.533
      4300.00    5.00   -1.00    0.40       -38.729     -39.300     -39.454     -39.576     -39.557
      4300.00    5.00   -1.50    0.40       -38.726     -39.266     -39.431     -39.573     -39.574
      4300.00    5.00   -2.00    0.40       -38.727     -39.233     -39.408     -39.570     -39.591
      4300.00    5.00   -2.50    0.40       -38.728     -39.205     -39.384     -39.564     -39.601
      4300.00    5.50    0.00    0.00       -38.760     -39.314     -39.468     -39.595     -39.525
      4300.00    5.50    0.00    0.20       -38.778     -39.332     -39.483     -39.599     -39.534
      4300.00    5.50    0.50    0.00       -38.790     -39.348     -39.498     -39.611     -39.510
      4300.00    5.50   -0.50    0.20       -38.750     -39.286     -39.447     -39.584     -39.549
      4300.00    5.50   -1.00    0.40       -38.743     -39.263     -39.431     -39.577     -39.573
      4300.00    5.50   -1.50    0.40       -38.731     -39.233     -39.408     -39.568     -39.581
      4300.00    5.50   -2.00    0.40       -38.733     -39.216     -39.392     -39.565     -39.591
      4300.00    5.50   -2.50    0.40       -38.731     -39.190     -39.366     -39.557     -39.600
      4300.00    6.00   -0.50    0.20       -38.758     -39.251     -39.425     -39.583     -39.565
      4300.00    6.00   -1.00    0.40       -38.753     -39.238     -39.413     -39.574     -39.578
      4400.00    2.00    0.00    0.00       -38.820     -39.407     -39.529     -39.617     -39.444
      4400.00    2.50    0.00    0.00       -38.817     -39.425     -39.543     -39.620     -39.483
      4400.00    2.50   -1.00    0.40       -38.779     -39.400     -39.516     -39.596     -39.528
      4400.00    3.00    0.00    0.00       -38.818     -39.439     -39.553     -39.624     -39.495
      4400.00    3.00   -0.50    0.20       -38.802     -39.425     -39.539     -39.614     -39.523
      4400.00    3.00   -1.00    0.40       -38.788     -39.432     -39.545     -39.609     -39.539
      4400.00    3.50    0.00    0.00       -38.820     -39.450     -39.562     -39.627     -39.510
      4400.00    3.50   -0.50    0.20       -38.808     -39.435     -39.550     -39.620     -39.539
      4400.00    4.00    0.00    0.00       -38.826     -39.461     -39.571     -39.631     -39.516
      4400.00    4.00   -0.50    0.20       -38.815     -39.442     -39.559     -39.624     -39.546
      4400.00    4.50    0.00    0.00       -38.832     -39.468     -39.578     -39.633     -39.521
      4400.00    4.50   -0.50    0.20       -38.819     -39.450     -39.567     -39.626     -39.542
      4400.00    4.50   -1.00    0.40       -38.806     -39.415     -39.542     -39.617     -39.570
      4400.00    4.50   -1.50    0.40       -38.807     -39.380     -39.518     -39.617     -39.597
      4400.00    4.50   -2.00    0.40       -38.796     -39.322     -39.477     -39.609     -39.614
      4400.00    4.50   -2.50    0.40       -38.795     -39.281     -39.448     -39.604     -39.632
      4400.00    5.00    0.00    0.00       -38.838     -39.429     -39.554     -39.635     -39.536
      4400.00    5.00    0.00    0.20       -38.848     -39.439     -39.562     -39.635     -39.542
      4400.00    5.00    0.50    0.00       -38.867     -39.470     -39.586     -39.645     -39.518
      4400.00    5.00   -0.50    0.20       -38.823     -39.405     -39.534     -39.623     -39.565
      4400.00    5.00   -1.00    0.40       -38.816     -39.379     -39.516     -39.618     -39.597
      4400.00    5.00   -1.50    0.40       -38.801     -39.337     -39.487     -39.609     -39.604
      4400.00    5.00   -2.00    0.40       -38.794     -39.295     -39.458     -39.604     -39.619
      4400.00    5.00   -2.50    0.40       -38.797     -39.261     -39.432     -39.600     -39.635
      4400.00    5.50    0.00    0.00       -38.836     -39.388     -39.525     -39.630     -39.555
      4400.00    5.50    0.00    0.20       -38.846     -39.396     -39.533     -39.631     -39.562
      4400.00    5.50    0.50    0.00       -38.873     -39.419     -39.555     -39.649     -39.541
      4400.00    5.50   -0.50    0.20       -38.816     -39.355     -39.500     -39.616     -39.577
      4400.00    5.50   -1.00    0.40       -38.816     -39.338     -39.489     -39.614     -39.605
      4400.00    5.50   -1.50    0.40       -38.802     -39.301     -39.462     -39.605     -39.614
      4400.00    5.50   -2.00    0.40       -38.803     -39.277     -39.443     -39.602     -39.626
      4400.00    5.50   -2.50    0.40       -38.801     -39.249     -39.418     -39.596     -39.636
      4400.00    6.00   -0.50    0.20       -38.833     -39.321     -39.480     -39.622     -39.602
      4400.00    6.00   -1.00    0.40       -38.833     -39.315     -39.475     -39.616     -39.615
      4500.00    2.00    0.00    0.00       -38.893     -39.447     -39.561     -39.645     -39.480
      4500.00    2.50    0.00    0.00       -38.889     -39.464     -39.574     -39.648     -39.517
      4500.00    3.00    0.00    0.00       -38.890     -39.477     -39.584     -39.652     -39.529
      4500.00    3.00   -0.50    0.20       -38.871     -39.463     -39.570     -39.641     -39.555
      4500.00    3.00   -1.00    0.40       -38.862     -39.472     -39.576     -39.637     -39.564
      4500.00    3.50    0.00    0.00       -38.891     -39.488     -39.593     -39.655     -39.544
      4500.00    3.50   -0.50    0.20       -38.878     -39.475     -39.582     -39.648     -39.572
      4500.00    4.00    0.00    0.00       -38.897     -39.499     -39.602     -39.658     -39.550
      4500.00    4.00   -0.50    0.20       -38.883     -39.479     -39.588     -39.652     -39.580
      4500.00    4.50    0.00    0.00       -38.901     -39.507     -39.609     -39.660     -39.556
      4500.00    4.50   -0.50    0.20       -38.886     -39.492     -39.600     -39.654     -39.576
      4500.00    4.50   -1.00    0.40       -38.876     -39.472     -39.587     -39.648     -39.593
      4500.00    4.50   -1.50    0.40       -38.876     -39.429     -39.559     -39.649     -39.622
      4500.00    4.50   -2.00    0.40       -38.867     -39.377     -39.522     -39.643     -39.642
      4500.00    4.50   -2.50    0.40       -38.858     -39.331     -39.488     -39.635     -39.660
      4500.00    5.00    0.00    0.00       -38.910     -39.503     -39.611     -39.665     -39.561
      4500.00    5.00    0.00    0.20       -38.914     -39.508     -39.614     -39.662     -39.570
      4500.00    5.00    0.50    0.00       -38.938     -39.514     -39.622     -39.674     -39.550
      4500.00    5.00   -0.50    0.20       -38.893     -39.469     -39.585     -39.655     -39.590
      4500.00    5.00   -1.00    0.40       -38.888     -39.451     -39.572     -39.650     -39.614
      4500.00    5.00   -1.50    0.40       -38.870     -39.399     -39.536     -39.642     -39.631
      4500.00    5.00   -2.00    0.40       -38.867     -39.354     -39.505     -39.639     -39.652
      4500.00    5.00   -2.50    0.40       -38.858     -39.310     -39.473     -39.631     -39.665
      4500.00    5.50    0.00    0.00       -38.908     -39.453     -39.576     -39.663     -39.583
      4500.00    5.50    0.00    0.20       -38.916     -39.460     -39.583     -39.663     -39.589
      4500.00    5.50    0.50    0.00       -38.944     -39.485     -39.607     -39.679     -39.564
      4500.00    5.50   -0.50    0.20       -38.896     -39.433     -39.561     -39.654     -39.608
      4500.00    5.50   -1.00    0.40       -38.892     -39.410     -39.544     -39.649     -39.633
      4500.00    5.50   -1.50    0.40       -38.874     -39.367     -39.514     -39.641     -39.646
      4500.00    5.50   -2.00    0.40       -38.868     -39.333     -39.489     -39.635     -39.656
      4500.00    5.50   -2.50    0.40       -38.860     -39.296     -39.460     -39.627     -39.667
      4500.00    6.00   -0.50    0.20       -38.913     -39.403     -39.543     -39.661     -39.634
      4500.00    6.00   -1.00    0.40       -38.894     -39.375     -39.522     -39.647     -39.643
      4600.00    2.00    0.00    0.00       -38.961     -39.485     -39.591     -39.671     -39.515
      4600.00    2.00   -1.00    0.40       -38.920     -39.465     -39.562     -39.644     -39.551
      4600.00    2.50    0.00    0.00       -38.953     -39.497     -39.600     -39.671     -39.564
      4600.00    2.50   -1.00    0.40       -38.922     -39.478     -39.578     -39.653     -39.585
      4600.00    3.00    0.00    0.00       -38.958     -39.513     -39.613     -39.679     -39.563
      4600.00    3.00   -0.50    0.20       -38.941     -39.501     -39.600     -39.669     -39.589
      4600.00    3.00   -1.00    0.40       -38.929     -39.509     -39.606     -39.664     -39.595
      4600.00    3.50    0.00    0.00       -38.960     -39.524     -39.622     -39.682     -39.578
      4600.00    3.50   -0.50    0.20       -38.947     -39.512     -39.612     -39.675     -39.606
      4600.00    4.00    0.00    0.00       -38.964     -39.535     -39.631     -39.685     -39.584
      4600.00    4.00   -0.50    0.20       -38.950     -39.518     -39.619     -39.679     -39.612
      4600.00    4.50    0.00    0.00       -38.968     -39.543     -39.639     -39.687     -39.589
      4600.00    4.50   -0.50    0.20       -38.952     -39.530     -39.631     -39.681     -39.609
      4600.00    4.50   -1.00    0.40       -38.939     -39.515     -39.621     -39.676     -39.626
      4600.00    4.50   -1.50    0.40       -38.936     -39.466     -39.588     -39.674     -39.653
      4600.00    4.50   -2.00    0.40       -38.933     -39.430     -39.565     -39.674     -39.671
      4600.00    4.50   -2.50    0.40       -38.919     -39.381     -39.529     -39.664     -39.689
      4600.00    5.00    0.00    0.00       -38.974     -39.547     -39.645     -39.690     -39.593
      4600.00    5.00    0.00    0.20       -38.978     -39.545     -39.643     -39.688     -39.603
      4600.00    5.00    0.50    0.00       -39.004     -39.549     -39.651     -39.700     -39.583
      4600.00    5.00   -0.50    0.20       -38.963     -39.534     -39.637     -39.685     -39.614
      4600.00    5.00   -1.00    0.40       -38.943     -39.492     -39.606     -39.675     -39.636
      4600.00    5.00   -1.50    0.40       -38.931     -39.450     -39.577     -39.671     -39.657
      4600.00    5.00   -2.00    0.40       -38.936     -39.413     -39.553     -39.673     -39.681
      4600.00    5.00   -2.50    0.40       -38.920     -39.361     -39.515     -39.663     -39.695
      4600.00    5.50    0.00    0.00       -38.979     -39.517     -39.627     -39.694     -39.606
      4600.00    5.50    0.00    0.20       -38.983     -39.519     -39.630     -39.693     -39.612
      4600.00    5.50    0.50    0.00       -39.009     -39.549     -39.655     -39.704     -39.587
      4600.00    5.50   -0.50    0.20       -38.962     -39.493     -39.608     -39.684     -39.632
      4600.00    5.50   -1.00    0.40       -38.953     -39.469     -39.590     -39.678     -39.655
      4600.00    5.50   -1.50    0.40       -38.898     -39.390     -39.532     -39.652     -39.652
      4600.00    5.50   -2.00    0.40       -38.934     -39.388     -39.534     -39.669     -39.687
      4600.00    5.50   -2.50    0.40       -38.923     -39.346     -39.502     -39.660     -39.699
      4600.00    6.00   -0.50    0.20       -38.977     -39.468     -39.593     -39.690     -39.660
      4600.00    6.00   -1.00    0.40       -38.961     -39.439     -39.572     -39.680     -39.673
      4700.00    2.00    0.00    0.00       -39.027     -39.523     -39.622     -39.697     -39.549
      4700.00    2.50    0.00    0.00       -39.018     -39.533     -39.629     -39.696     -39.596
      4700.00    3.00    0.00    0.00       -39.026     -39.548     -39.643     -39.706     -39.597
      4700.00    3.00   -0.50    0.20       -39.005     -39.537     -39.630     -39.695     -39.619
      4700.00    3.00   -1.00    0.40       -38.988     -39.543     -39.634     -39.688     -39.629
      4700.00    3.50    0.00    0.00       -39.025     -39.560     -39.651     -39.708     -39.610
      4700.00    3.50   -0.50    0.20       -39.009     -39.543     -39.638     -39.700     -39.637
      4700.00    4.00    0.00    0.00       -39.029     -39.570     -39.660     -39.711     -39.616
      4700.00    4.00   -0.50    0.20       -39.014     -39.551     -39.647     -39.706     -39.643
      4700.00    4.50    0.00    0.00       -39.033     -39.575     -39.667     -39.714     -39.622
      4700.00    4.50   -0.50    0.20       -39.016     -39.567     -39.660     -39.707     -39.640
      4700.00    4.50   -1.00    0.40       -39.002     -39.549     -39.650     -39.703     -39.658
      4700.00    4.50   -1.50    0.40       -38.995     -39.503     -39.618     -39.700     -39.685
      4700.00    4.50   -2.00    0.40       -38.992     -39.467     -39.594     -39.700     -39.704
      4700.00    4.50   -2.50    0.40       -38.979     -39.428     -39.566     -39.693     -39.718
      4700.00    5.00    0.00    0.00       -39.038     -39.583     -39.674     -39.716     -39.626
      4700.00    5.00    0.00    0.20       -39.041     -39.580     -39.672     -39.714     -39.634
      4700.00    5.00    0.50    0.00       -39.067     -39.583     -39.679     -39.726     -39.615
      4700.00    5.00   -0.50    0.20       -39.021     -39.570     -39.666     -39.710     -39.644
      4700.00    5.00   -1.00    0.40       -39.011     -39.540     -39.646     -39.707     -39.668
      4700.00    5.00   -1.50    0.40       -38.994     -39.499     -39.617     -39.700     -39.684
      4700.00    5.00   -2.00    0.40       -38.994     -39.448     -39.581     -39.699     -39.714
      4700.00    5.00   -2.50    0.40       -38.979     -39.410     -39.554     -39.692     -39.722
      4700.00    5.50    0.00    0.00       -39.043     -39.582     -39.676     -39.719     -39.629
      4700.00    5.50    0.00    0.20       -39.048     -39.585     -39.678     -39.718     -39.637
      4700.00    5.50    0.50    0.00       -39.071     -39.592     -39.688     -39.728     -39.617
      4700.00    5.50   -0.50    0.20       -39.027     -39.553     -39.656     -39.712     -39.657
      4700.00    5.50   -1.00    0.40       -39.014     -39.520     -39.632     -39.706     -39.682
      4700.00    5.50   -1.50    0.40       -39.001     -39.478     -39.602     -39.702     -39.699
      4700.00    5.50   -2.00    0.40       -38.999     -39.440     -39.577     -39.700     -39.717
      4700.00    5.50   -2.50    0.40       -38.985     -39.396     -39.544     -39.692     -39.729
      4700.00    6.00   -0.50    0.20       -39.047     -39.528     -39.641     -39.722     -39.687
      4700.00    6.00   -1.00    0.40       -39.033     -39.506     -39.624     -39.714     -39.703
      4800.00    2.00    0.00    0.00       -39.089     -39.560     -39.652     -39.722     -39.583
      4800.00    2.00   -1.00    0.40       -39.041     -39.532     -39.619     -39.692     -39.633
      4800.00    2.50    0.00    0.00       -39.079     -39.567     -39.657     -39.720     -39.627
      4800.00    2.50   -1.00    0.40       -39.042     -39.545     -39.633     -39.702     -39.655
      4800.00    3.00    0.00    0.00       -39.086     -39.583     -39.671     -39.729     -39.628
      4800.00    3.00   -0.50    0.20       -39.066     -39.569     -39.657     -39.720     -39.651
      4800.00    3.00   -1.00    0.40       -39.047     -39.572     -39.659     -39.712     -39.658
      4800.00    3.50    0.00    0.00       -39.087     -39.594     -39.679     -39.733     -39.642
      4800.00    3.50   -0.50    0.20       -39.071     -39.579     -39.667     -39.726     -39.666
      4800.00    4.00    0.00    0.00       -39.092     -39.602     -39.688     -39.736     -39.648
      4800.00    4.00   -0.50    0.20       -39.077     -39.586     -39.675     -39.731     -39.675
      4800.00    4.50    0.00    0.00       -39.095     -39.610     -39.695     -39.739     -39.654
      4800.00    4.50   -0.50    0.20       -39.077     -39.601     -39.688     -39.733     -39.670
      4800.00    4.50   -1.00    0.40       -39.063     -39.585     -39.678     -39.728     -39.687
      4800.00    4.50   -1.50    0.40       -39.056     -39.541     -39.649     -39.727     -39.714
      4800.00    4.50   -2.00    0.40       -39.050     -39.508     -39.628     -39.726     -39.731
      4800.00    4.50   -2.50    0.40       -39.037     -39.473     -39.603     -39.720     -39.745
      4800.00    5.00    0.00    0.00       -39.100     -39.617     -39.702     -39.742     -39.658
      4800.00    5.00    0.00    0.20       -39.102     -39.615     -39.700     -39.739     -39.665
      4800.00    5.00    0.50    0.00       -39.129     -39.616     -39.707     -39.751     -39.647
      4800.00    5.00   -0.50    0.20       -39.082     -39.605     -39.694     -39.735     -39.675
      4800.00    5.00   -1.00    0.40       -39.069     -39.580     -39.677     -39.731     -39.696
      4800.00    5.00   -1.50    0.40       -39.058     -39.546     -39.656     -39.730     -39.711
      4800.00    5.00   -2.00    0.40       -39.057     -39.503     -39.626     -39.730     -39.739
      4800.00    5.00   -2.50    0.40       -39.036     -39.456     -39.591     -39.719     -39.749
      4800.00    5.50    0.00    0.00       -39.106     -39.621     -39.709     -39.745     -39.661
      4800.00    5.50    0.50    0.00       -39.132     -39.626     -39.716     -39.753     -39.649
      4800.00    5.50   -0.50    0.20       -39.087     -39.596     -39.691     -39.739     -39.681
      4800.00    5.50   -1.00    0.40       -39.076     -39.571     -39.673     -39.734     -39.707
      4800.00    5.50   -1.50    0.40       -39.064     -39.528     -39.643     -39.731     -39.725
      4800.00    5.50   -2.00    0.40       -39.055     -39.483     -39.612     -39.727     -39.744
      4800.00    5.50   -2.50    0.40       -39.035     -39.438     -39.579     -39.717     -39.753
      4800.00    6.00   -0.50    0.20       -39.105     -39.582     -39.684     -39.747     -39.707
      4800.00    6.00   -1.00    0.40       -39.081     -39.547     -39.657     -39.737     -39.723
      4900.00    2.00    0.00    0.00       -39.148     -39.595     -39.680     -39.746     -39.617
      4900.00    2.00   -1.00    0.40       -39.104     -39.568     -39.651     -39.721     -39.654
      4900.00    2.50    0.00    0.00       -39.139     -39.602     -39.686     -39.745     -39.657
      4900.00    3.00    0.00    0.00       -39.145     -39.617     -39.698     -39.753     -39.659
      4900.00    3.00   -0.50    0.20       -39.124     -39.602     -39.684     -39.744     -39.681
      4900.00    3.00   -1.00    0.40       -39.111     -39.606     -39.688     -39.740     -39.682
      4900.00    3.50    0.00    0.00       -39.147     -39.627     -39.707     -39.757     -39.672
      4900.00    3.50   -0.50    0.20       -39.130     -39.614     -39.696     -39.751     -39.695
      4900.00    4.00    0.00    0.00       -39.152     -39.635     -39.715     -39.761     -39.679
      4900.00    4.00   -0.50    0.20       -39.134     -39.620     -39.703     -39.755     -39.702
      4900.00    4.50    0.00    0.00       -39.154     -39.642     -39.722     -39.763     -39.684
      4900.00    4.50   -0.50    0.20       -39.136     -39.631     -39.714     -39.758     -39.700
      4900.00    4.50   -1.00    0.40       -39.121     -39.621     -39.707     -39.751     -39.711
      4900.00    4.50   -1.50    0.40       -39.116     -39.577     -39.679     -39.754     -39.740
      4900.00    4.50   -2.00    0.40       -39.107     -39.546     -39.659     -39.751     -39.758
      4900.00    4.50   -2.50    0.40       -39.093     -39.516     -39.637     -39.746     -39.771
      4900.00    5.00    0.00    0.00       -39.159     -39.650     -39.730     -39.766     -39.689
      4900.00    5.00    0.00    0.20       -39.160     -39.648     -39.727     -39.764     -39.694
      4900.00    5.00    0.50    0.00       -39.186     -39.647     -39.732     -39.774     -39.677
      4900.00    5.00   -0.50    0.20       -39.141     -39.634     -39.719     -39.761     -39.706
      4900.00    5.00   -1.00    0.40       -39.128     -39.613     -39.705     -39.757     -39.721
      4900.00    5.00   -1.50    0.40       -39.115     -39.583     -39.686     -39.755     -39.739
      4900.00    5.00   -2.00    0.40       -39.109     -39.542     -39.657     -39.754     -39.762
      4900.00    5.00   -2.50    0.40       -39.094     -39.502     -39.628     -39.747     -39.776
      4900.00    5.50    0.00    0.00       -39.165     -39.654     -39.737     -39.770     -39.692
      4900.00    5.50    0.00    0.20       -39.166     -39.653     -39.735     -39.767     -39.699
      4900.00    5.50    0.50    0.00       -39.190     -39.658     -39.742     -39.777     -39.680
      4900.00    5.50   -0.50    0.20       -39.147     -39.638     -39.725     -39.764     -39.709
      4900.00    5.50   -1.00    0.40       -39.131     -39.609     -39.704     -39.759     -39.727
      4900.00    5.50   -1.50    0.40       -39.121     -39.571     -39.678     -39.758     -39.750
      4900.00    5.50   -2.00    0.40       -39.113     -39.528     -39.648     -39.755     -39.771
      4900.00    5.50   -2.50    0.40       -39.093     -39.486     -39.617     -39.746     -39.780
      4900.00    6.00   -0.50    0.20       -39.139     -39.613     -39.708     -39.762     -39.718
      4900.00    6.00   -1.00    0.40       -39.147     -39.601     -39.701     -39.767     -39.747
      5000.00    2.00    0.00    0.00       -39.204     -39.628     -39.708     -39.768     -39.649
